time [sec], accel [m/s^2]
1.978097219999999936e+02,8.857953548431396484e-01
1.978147170000000017e+02,-1.382872700691223145e+00
1.978197119999999813e+02,-1.846129894256591797e+00
1.978247069999999894e+02,5.902354121208190918e-01
1.978297039999999924e+02,1.019312024116516113e+00
1.978346959999999797e+02,-1.750923395156860352e+00
1.978396909999999878e+02,-4.862099289894104004e-01
1.978446919999999807e+02,1.018785238265991211e+00
1.978496810000000039e+02,-8.939249515533447266e-01
1.978546759999999836e+02,-3.108361005783081055e+00
1.978596699999999942e+02,8.061124086380004883e-01
1.978646719999999846e+02,2.157382011413574219e+00
1.978696599999999819e+02,-2.068608999252319336e+00
1.978746549999999900e+02,-2.809973239898681641e+00
1.978796499999999980e+02,9.643522500991821289e-01
1.978846449999999777e+02,1.513469815254211426e+00
1.978896389999999883e+02,-2.119494438171386719e+00
1.978946339999999964e+02,-1.202995181083679199e+00
1.978996300000000019e+02,1.018267154693603516e+00
1.979046229999999866e+02,-3.614653348922729492e-01
1.979096179999999947e+02,-2.353969335556030273e+00
1.979146130000000028e+02,-3.364501893520355225e-01
1.979196079999999824e+02,1.442829370498657227e+00
1.979246389999999849e+02,-1.302459716796875000e+00
1.979295979999999986e+02,-2.444019317626953125e+00
1.979345919999999808e+02,-1.516821235418319702e-01
1.979395869999999888e+02,1.266448616981506348e+00
1.979445819999999969e+02,-1.463386774063110352e+00
1.979495770000000050e+02,-2.284492492675781250e+00
1.979545719999999847e+02,6.683931350708007812e-01
1.979595669999999927e+02,9.354037046432495117e-01
1.979645610000000033e+02,-1.708360314369201660e+00
1.979695559999999830e+02,-2.044684648513793945e+00
1.979745509999999911e+02,1.329556941986083984e+00
1.979795459999999991e+02,5.477429628372192383e-01
1.979845430000000022e+02,-2.294418096542358398e+00
1.979895359999999869e+02,-1.274586677551269531e+00
1.979945309999999949e+02,1.063530445098876953e+00
1.979995270000000005e+02,-3.906255364418029785e-01
1.980045199999999852e+02,-2.351323127746582031e+00
1.980095199999999807e+02,1.684388518333435059e-01
1.980145100000000014e+02,1.545303821563720703e+00
1.980195039999999835e+02,-1.215973973274230957e+00
1.980244989999999916e+02,-2.631877899169921875e+00
1.980294939999999997e+02,6.612364053726196289e-01
1.980344879999999819e+02,1.712211966514587402e+00
1.980394829999999899e+02,-1.733357429504394531e+00
1.980444779999999980e+02,-2.256845712661743164e+00
1.980494750000000010e+02,9.195806980133056641e-01
1.980544679999999858e+02,6.609559655189514160e-01
1.980594629999999938e+02,-2.295586824417114258e+00
1.980644589999999994e+02,-1.582051992416381836e+00
1.980694519999999841e+02,1.197041511535644531e+00
1.980744469999999922e+02,-1.876458972692489624e-01
1.980794420000000002e+02,-1.766111016273498535e+00
1.980844369999999799e+02,-3.611844182014465332e-01
1.980894649999999899e+02,2.832463085651397705e-01
1.980944259999999986e+02,-3.508837521076202393e-01
1.980994209999999782e+02,-8.356484770774841309e-01
1.981044159999999863e+02,-8.033236861228942871e-01
1.981094109999999944e+02,3.373091816902160645e-01
1.981144050000000050e+02,5.015061497688293457e-01
1.981193999999999846e+02,-1.236359834671020508e+00
1.981243949999999927e+02,-1.030044794082641602e+00
1.981293900000000008e+02,5.515523552894592285e-01
1.981343849999999804e+02,2.176476120948791504e-01
1.981393799999999885e+02,-2.311226844787597656e+00
1.981443739999999991e+02,-1.309096336364746094e+00
1.981493689999999788e+02,1.695126414299011230e+00
1.981543639999999868e+02,-2.569029629230499268e-01
1.981593589999999949e+02,-3.269052267074584961e+00
1.981643540000000030e+02,-2.401083856821060181e-01
1.981693479999999852e+02,2.415151119232177734e+00
1.981743459999999857e+02,-1.721379637718200684e+00
1.981793380000000013e+02,-2.846990108489990234e+00
1.981843350000000044e+02,2.312780618667602539e+00
1.981893279999999891e+02,7.423086166381835938e-01
1.981943229999999971e+02,-4.281878471374511719e+00
1.981993169999999793e+02,-1.231300473213195801e+00
1.982043129999999849e+02,3.031338930130004883e+00
1.982093069999999955e+02,-8.694627285003662109e-01
1.982143030000000010e+02,-4.152969837188720703e+00
1.982192959999999857e+02,1.142169758677482605e-01
1.982242909999999938e+02,2.342198133468627930e+00
1.982292889999999943e+02,-2.396776437759399414e+00
1.982342809999999815e+02,-2.759037971496582031e+00
1.982392759999999896e+02,2.364137172698974609e+00
1.982442700000000002e+02,9.563587307929992676e-01
1.982492649999999799e+02,-3.969609975814819336e+00
1.982542929999999899e+02,-1.572845816612243652e+00
1.982592549999999960e+02,3.535329103469848633e+00
1.982642500000000041e+02,-4.235218167304992676e-01
1.982692449999999837e+02,-4.935938358306884766e+00
1.982742409999999893e+02,1.382393538951873779e-01
1.982792340000000024e+02,3.450980424880981445e+00
1.982842299999999796e+02,-2.171278715133666992e+00
1.982892249999999876e+02,-4.477815151214599609e+00
1.982942180000000008e+02,2.157991886138916016e+00
1.982992129999999804e+02,2.492470502853393555e+00
1.983042109999999809e+02,-3.526354312896728516e+00
1.983092049999999915e+02,-2.570755720138549805e+00
1.983141969999999787e+02,2.280711650848388672e+00
1.983191929999999843e+02,4.539446532726287842e-02
1.983241879999999924e+02,-3.967413663864135742e+00
1.983291820000000030e+02,-2.406860738992691040e-01
1.983341810000000009e+02,2.206234455108642578e+00
1.983391709999999932e+02,-1.723208427429199219e+00
1.983441689999999937e+02,-2.948422670364379883e+00
1.983491609999999810e+02,8.192437291145324707e-01
1.983541559999999890e+02,1.348480701446533203e+00
1.983591509999999971e+02,-1.242787837982177734e+00
1.983641449999999793e+02,-1.204219341278076172e+00
1.983691409999999848e+02,3.675327403470873833e-03
1.983741349999999954e+02,-1.682295203208923340e-01
1.983791399999999783e+02,-7.827609181404113770e-01
1.983841249999999832e+02,-2.738837897777557373e-01
1.983891199999999913e+02,-3.785652518272399902e-01
1.983941140000000019e+02,-8.846199512481689453e-01
1.983991089999999815e+02,-4.058472812175750732e-01
1.984041039999999896e+02,-6.700518131256103516e-01
1.984090989999999977e+02,2.898572683334350586e-01
1.984140939999999773e+02,3.065403997898101807e-01
1.984191099999999892e+02,-4.847693741321563721e-01
1.984240829999999960e+02,-1.204931616783142090e+00
1.984290780000000041e+02,-4.539495110511779785e-01
1.984340749999999787e+02,7.353007793426513672e-01
1.984390679999999918e+02,-8.014878630638122559e-01
1.984440629999999999e+02,-1.782049298286437988e+00
1.984490569999999821e+02,-5.200952887535095215e-01
1.984540549999999826e+02,2.193701863288879395e-01
1.984590469999999982e+02,-1.556887984275817871e+00
1.984640479999999911e+02,-1.072713613510131836e+00
1.984690410000000043e+02,8.369089961051940918e-01
1.984740309999999965e+02,3.105298280715942383e-01
1.984790279999999996e+02,-2.786213159561157227e+00
1.984840209999999843e+02,-1.007341742515563965e+00
1.984890169999999898e+02,2.408595561981201172e+00
1.984940110000000004e+02,-5.745478272438049316e-01
1.984990090000000009e+02,-2.953486919403076172e+00
1.985040029999999831e+02,2.273096144199371338e-01
1.985089959999999962e+02,1.900543808937072754e+00
1.985139899999999784e+02,-2.012585163116455078e+00
1.985189849999999865e+02,-2.384672641754150391e+00
1.985239799999999946e+02,2.141304016113281250e+00
1.985289740000000052e+02,1.020506024360656738e+00
1.985339689999999848e+02,-3.629484891891479492e+00
1.985389639999999929e+02,-1.722724795341491699e+00
1.985439590000000010e+02,2.990557670593261719e+00
1.985489529999999831e+02,-4.770874083042144775e-01
1.985539479999999912e+02,-3.729582786560058594e+00
1.985589429999999993e+02,1.793354600667953491e-01
1.985639379999999790e+02,2.598690271377563477e+00
1.985689329999999870e+02,-1.928249597549438477e+00
1.985739269999999976e+02,-3.326061487197875977e+00
1.985789219999999773e+02,2.120637893676757812e+00
1.985839359999999942e+02,1.598852038383483887e+00
1.985889119999999934e+02,-2.811814069747924805e+00
1.985939070000000015e+02,-2.355911731719970703e+00
1.985989009999999837e+02,1.985567092895507812e+00
1.986038959999999918e+02,3.032676577568054199e-01
1.986088909999999998e+02,-2.905342578887939453e+00
1.986138859999999795e+02,-7.742314338684082031e-01
1.986188809999999876e+02,1.498403549194335938e+00
1.986238759999999957e+02,-8.303809762001037598e-01
1.986288699999999778e+02,-2.406543493270874023e+00
1.986338649999999859e+02,4.317038953304290771e-01
1.986388619999999889e+02,9.500144124031066895e-01
1.986438550000000021e+02,-1.148707985877990723e+00
1.986488499999999817e+02,-1.710922479629516602e+00
1.986538439999999923e+02,1.118166208267211914e+00
1.986588390000000004e+02,7.173075675964355469e-01
1.986638799999999776e+02,-1.311714768409729004e+00
1.986688279999999907e+02,-2.076292991638183594e+00
1.986738279999999861e+02,-1.931841820478439331e-01
1.986788190000000043e+02,1.324596881866455078e+00
1.986838139999999839e+02,-1.414182782173156738e+00
1.986888079999999945e+02,-2.894067764282226562e+00
1.986938040000000001e+02,-2.738699615001678467e-01
1.986987969999999848e+02,1.367060542106628418e+00
1.987037919999999929e+02,-1.902300834655761719e+00
1.987087870000000009e+02,-2.342071056365966797e+00
1.987137840000000040e+02,9.046515822410583496e-01
1.987187769999999887e+02,8.208212256431579590e-01
1.987237709999999993e+02,-2.520600795745849609e+00
1.987287680000000023e+02,-1.963885903358459473e+00
1.987337609999999870e+02,1.832653880119323730e+00
1.987387559999999951e+02,1.074032392352819443e-02
1.987437510000000032e+02,-3.547504663467407227e+00
1.987487459999999828e+02,-1.118993878364562988e+00
1.987537399999999934e+02,3.108643531799316406e+00
1.987587389999999914e+02,-6.956061124801635742e-01
1.987637339999999995e+02,-4.657377719879150391e+00
1.987687249999999892e+02,5.291200801730155945e-02
1.987737189999999998e+02,3.637731075286865234e+00
1.987787139999999795e+02,-2.193157434463500977e+00
1.987837099999999850e+02,-4.852724552154541016e+00
1.987887199999999837e+02,2.200889587402343750e+00
1.987936990000000037e+02,2.773180246353149414e+00
1.987986929999999859e+02,-4.327221870422363281e+00
1.988036889999999914e+02,-3.623897314071655273e+00
1.988086830000000020e+02,4.103976249694824219e+00
1.988136779999999817e+02,8.239497542381286621e-01
1.988186719999999923e+02,-5.323830127716064453e+00
1.988236689999999953e+02,-8.074563741683959961e-01
1.988286629999999775e+02,4.294978141784667969e+00
1.988336569999999881e+02,-1.587021112442016602e+00
1.988386519999999962e+02,-4.809117317199707031e+00
1.988436470000000043e+02,1.310064554214477539e+00
1.988486419999999839e+02,2.538001537322998047e+00
1.988536359999999945e+02,-3.375642299652099609e+00
1.988586359999999900e+02,-3.157126426696777344e+00
1.988636259999999822e+02,2.036647796630859375e+00
1.988686620000000005e+02,4.599620699882507324e-01
1.988736159999999984e+02,-3.457676172256469727e+00
1.988786109999999780e+02,-1.309280395507812500e+00
1.988836059999999861e+02,1.895278096199035645e+00
1.988886009999999942e+02,-6.433823704719543457e-01
1.988935950000000048e+02,-2.344901561737060547e+00
1.988985889999999870e+02,-1.911625415086746216e-01
1.989035869999999875e+02,1.088202714920043945e+00
1.989085790000000031e+02,-1.622409462928771973e+00
1.989135749999999803e+02,-1.480807304382324219e+00
1.989185679999999934e+02,6.149188876152038574e-01
1.989235639999999989e+02,-6.194394230842590332e-01
1.989285579999999811e+02,-2.183908462524414062e+00
1.989335529999999892e+02,-3.434482514858245850e-01
1.989385479999999973e+02,-1.592329144477844238e-01
1.989435419999999795e+02,-1.958620548248291016e+00
1.989485369999999875e+02,-8.776199817657470703e-02
1.989535389999999779e+02,4.015979766845703125e-01
1.989585270000000037e+02,-2.028970479965209961e+00
1.989635219999999833e+02,-1.826485753059387207e+00
1.989685169999999914e+02,2.024420499801635742e+00
1.989735119999999995e+02,-1.176478862762451172e-01
1.989785059999999817e+02,-3.567491769790649414e+00
1.989835009999999897e+02,6.703828275203704834e-02
1.989884959999999978e+02,1.886069536209106445e+00
1.989934909999999775e+02,-2.104321241378784180e+00
1.989984859999999856e+02,-3.426219224929809570e+00
1.990034799999999962e+02,1.839895844459533691e+00
1.990084750000000042e+02,1.549319267272949219e+00
1.990134699999999839e+02,-4.196702957153320312e+00
1.990184639999999945e+02,-2.959738731384277344e+00
1.990234600000000000e+02,2.824581146240234375e+00
1.990284559999999772e+02,1.154173970222473145e+00
1.990334819999999922e+02,-4.849443912506103516e+00
1.990384439999999984e+02,-1.272868394851684570e+00
1.990434389999999780e+02,3.497400045394897461e+00
1.990484339999999861e+02,-2.691839635372161865e-02
1.990534279999999967e+02,-4.848244190216064453e+00
1.990584230000000048e+02,7.231381256133317947e-03
1.990634179999999844e+02,3.450810432434082031e+00
1.990684129999999925e+02,-2.594633817672729492e+00
1.990734070000000031e+02,-4.581716060638427734e+00
1.990784039999999777e+02,1.906727671623229980e+00
1.990833979999999883e+02,3.393671035766601562e+00
1.990883919999999989e+02,-4.118621349334716797e+00
1.990933869999999786e+02,-3.977003812789916992e+00
1.990983819999999866e+02,3.131764888763427734e+00
1.991033759999999972e+02,2.166095495223999023e+00
1.991083709999999769e+02,-4.812952518463134766e+00
1.991133700000000033e+02,-2.271669864654541016e+00
1.991183609999999931e+02,3.754806995391845703e+00
1.991233550000000037e+02,-1.563013345003128052e-01
1.991283499999999833e+02,-4.387183189392089844e+00
1.991333449999999914e+02,-3.120548129081726074e-01
1.991383399999999995e+02,1.941590666770935059e+00
1.991433370000000025e+02,-1.275072813034057617e+00
1.991483299999999872e+02,-2.915395498275756836e+00
1.991533239999999978e+02,1.210781410336494446e-01
1.991583189999999774e+02,8.645451664924621582e-01
1.991633139999999855e+02,-1.724171757698059082e+00
1.991683089999999936e+02,-2.429183721542358398e+00
1.991733040000000017e+02,1.015252709388732910e+00
1.991782989999999813e+02,7.992885112762451172e-01
1.991832929999999919e+02,-2.561101198196411133e+00
1.991882880000000000e+02,-1.710769653320312500e+00
1.991932829999999797e+02,1.159812331199645996e+00
1.991983009999999865e+02,5.231831073760986328e-01
1.992032719999999983e+02,-2.280797719955444336e+00
1.992082669999999780e+02,-1.276769161224365234e+00
1.992132619999999861e+02,5.997886657714843750e-01
1.992182569999999942e+02,-4.024004340171813965e-01
1.992232520000000022e+02,-1.767117500305175781e+00
1.992282459999999844e+02,-1.433323144912719727e+00
1.992332419999999900e+02,-4.694948792457580566e-01
1.992382360000000006e+02,-4.778982102870941162e-01
1.992432330000000036e+02,-3.738869428634643555e-01
1.992482259999999883e+02,-1.465273022651672363e+00
1.992532209999999964e+02,-1.456850767135620117e+00
1.992582149999999785e+02,6.970217823982238770e-01
1.992632109999999841e+02,8.144313097000122070e-01
1.992682069999999896e+02,-2.279018163681030273e+00
1.992731989999999769e+02,-2.210814714431762695e+00
1.992782409999999800e+02,8.961029052734375000e-01
1.992831850000000031e+02,3.619716167449951172e-01
1.992881840000000011e+02,-3.013802528381347656e+00
1.992931789999999808e+02,-1.223870992660522461e+00
1.992981739999999888e+02,1.461135268211364746e+00
1.993031709999999919e+02,-6.960640549659729004e-01
1.993081629999999791e+02,-3.509738683700561523e+00
1.993131579999999872e+02,-9.289085865020751953e-01
1.993181579999999826e+02,3.102280616760253906e+00
1.993231509999999957e+02,-9.842607975006103516e-01
1.993281449999999779e+02,-4.303797245025634766e+00
1.993331890000000044e+02,-3.396255373954772949e-01
1.993381809999999916e+02,3.209098100662231445e+00
1.993431699999999864e+02,-1.502456545829772949e+00
1.993481610000000046e+02,-3.597084760665893555e+00
1.993531549999999868e+02,6.913192868232727051e-01
1.993581539999999848e+02,1.624904870986938477e+00
1.993631560000000036e+02,-2.267761945724487305e+00
1.993681299999999794e+02,-2.274574518203735352e+00
1.993731249999999875e+02,1.064167141914367676e+00
1.993781159999999772e+02,4.248355031013488770e-01
1.993831059999999979e+02,-2.771767616271972656e+00
1.993880999999999801e+02,-2.686615705490112305e+00
1.993930869999999800e+02,1.332014083862304688e+00
1.993980889999999988e+02,1.498893499374389648e+00
1.994030750000000012e+02,-2.595794439315795898e+00
1.994080679999999859e+02,-3.378266572952270508e+00
1.994130619999999965e+02,1.154458761215209961e+00
1.994180519999999888e+02,1.695614576339721680e+00
1.994230459999999994e+02,-2.389130830764770508e+00
1.994280379999999866e+02,-2.308408021926879883e+00
1.994330309999999997e+02,1.776389002799987793e+00
1.994380390000000034e+02,4.451134204864501953e-01
1.994430659999999875e+02,-2.901206970214843750e+00
1.994480409999999893e+02,-4.602537155151367188e-01
1.994530120000000011e+02,2.348497867584228516e+00
1.994580069999999807e+02,-1.923776119947433472e-01
1.994630059999999787e+02,-3.836595296859741211e+00
1.994680009999999868e+02,-1.019478440284729004e+00
1.994729909999999791e+02,2.659042358398437500e+00
1.994779859999999871e+02,4.148937016725540161e-02
1.994829809999999952e+02,-3.726393938064575195e+00
1.994879760000000033e+02,-6.461468338966369629e-01
1.994929709999999830e+02,2.007394313812255859e+00
1.994979649999999936e+02,-8.676330447196960449e-01
1.995029600000000016e+02,-1.862275362014770508e+00
1.995079549999999813e+02,2.540967166423797607e-01
1.995129499999999894e+02,4.444533586502075195e-01
1.995179449999999974e+02,-1.831289291381835938e+00
1.995229799999999898e+02,-3.411026000976562500e-01
1.995279379999999776e+02,-1.572195440530776978e-01
1.995329299999999932e+02,-9.793882966041564941e-01
1.995379240000000038e+02,-1.247150227427482605e-01
1.995429189999999835e+02,2.090880125761032104e-01
1.995479139999999916e+02,-2.641448736190795898e+00
1.995529080000000022e+02,-1.226030111312866211e+00
1.995579029999999818e+02,2.220590829849243164e+00
1.995628979999999899e+02,8.719749003648757935e-02
1.995678929999999980e+02,-3.909847497940063477e+00
1.995728869999999802e+02,-6.856464147567749023e-01
1.995778819999999882e+02,2.778673648834228516e+00
1.995828769999999963e+02,-6.083034276962280273e-01
1.995878720000000044e+02,-3.710985422134399414e+00
1.995928669999999840e+02,4.584460556507110596e-01
1.995978619999999921e+02,2.116953372955322266e+00
1.996028619999999876e+02,-2.331762552261352539e+00
1.996078540000000032e+02,-2.264493942260742188e+00
1.996128459999999905e+02,1.720991373062133789e+00
1.996178409999999985e+02,2.912314832210540771e-01
1.996228359999999782e+02,-3.182354211807250977e+00
1.996278299999999888e+02,-5.320754647254943848e-01
1.996328259999999943e+02,1.838154673576354980e+00
1.996378200000000049e+02,-8.633219599723815918e-01
1.996428149999999846e+02,-2.133735895156860352e+00
1.996478099999999927e+02,-6.955210566520690918e-01
1.996528040000000033e+02,4.997263252735137939e-01
1.996577989999999829e+02,-3.175899684429168701e-01
1.996627939999999910e+02,-1.446038842201232910e+00
1.996677889999999991e+02,-2.371757268905639648e+00
1.996727839999999787e+02,2.355056703090667725e-01
1.996777809999999818e+02,2.173413276672363281e+00
1.996827729999999974e+02,-2.362800359725952148e+00
1.996877989999999841e+02,-3.780326843261718750e+00
1.996927629999999851e+02,2.013663530349731445e+00
1.996977579999999932e+02,3.004761457443237305e+00
1.997027530000000013e+02,-3.473511695861816406e+00
1.997077469999999835e+02,-3.623260021209716797e+00
1.997127459999999814e+02,3.286257505416870117e+00
1.997177379999999971e+02,2.189019441604614258e+00
1.997227359999999976e+02,-4.728152275085449219e+00
1.997277299999999798e+02,-2.848956346511840820e+00
1.997327209999999980e+02,3.589970111846923828e+00
1.997377159999999776e+02,1.233400702476501465e-01
1.997427109999999857e+02,-4.842704296112060547e+00
1.997477099999999837e+02,7.930669784545898438e-01
1.997527010000000018e+02,2.323652029037475586e+00
1.997576980000000049e+02,-4.090852737426757812e+00
1.997626949999999795e+02,-2.339109897613525391e+00
1.997677359999999851e+02,3.945214271545410156e+00
1.997726799999999798e+02,5.882093682885169983e-02
1.997776739999999904e+02,-5.068543910980224609e+00
1.997826739999999859e+02,-8.604501485824584961e-01
1.997876639999999782e+02,2.365704298019409180e+00
1.997926589999999862e+02,-1.039107561111450195e+00
1.997976539999999943e+02,-2.326696872711181641e+00
1.998026549999999872e+02,-9.142850041389465332e-01
1.998076429999999846e+02,-5.804320573806762695e-01
1.998126379999999926e+02,-6.439295411109924316e-01
1.998176339999999982e+02,2.894454300403594971e-01
1.998226279999999804e+02,-1.006017327308654785e+00
1.998276229999999885e+02,-1.650203585624694824e+00
1.998326169999999991e+02,-4.624981060624122620e-02
1.998376119999999787e+02,7.639069557189941406e-01
1.998426069999999868e+02,-1.633762240409851074e+00
1.998476009999999974e+02,-6.951265931129455566e-01
1.998526369999999872e+02,-1.995557695627212524e-01
1.998575909999999851e+02,-8.078711032867431641e-01
1.998625859999999932e+02,-1.036886692047119141e+00
1.998675810000000013e+02,3.707868754863739014e-01
1.998725749999999834e+02,-6.630172133445739746e-01
1.998775709999999890e+02,-1.010476231575012207e+00
1.998825649999999996e+02,7.317807078361511230e-01
1.998875599999999793e+02,-4.028727412223815918e-01
1.998925899999999842e+02,-2.563163518905639648e+00
1.998975609999999961e+02,5.896901488304138184e-01
1.999025439999999776e+02,1.061719536781311035e+00
1.999075389999999857e+02,-2.682874202728271484e+00
1.999125339999999937e+02,-1.898393511772155762e+00
1.999175299999999993e+02,2.114505529403686523e+00
1.999225229999999840e+02,1.280434727668762207e-01
1.999275179999999921e+02,-4.416614532470703125e+00
1.999325130000000001e+02,-1.098080165684223175e-02
1.999375089999999773e+02,3.400219202041625977e+00
1.999425029999999879e+02,-2.326469659805297852e+00
1.999474969999999985e+02,-4.536948680877685547e+00
1.999524919999999781e+02,2.130472421646118164e+00
1.999574869999999862e+02,2.831866979598999023e+00
1.999624819999999943e+02,-3.631570339202880859e+00
1.999674770000000024e+02,-3.136457204818725586e+00
1.999724709999999845e+02,2.269092082977294922e+00
1.999774659999999926e+02,1.552615880966186523e+00
1.999824610000000007e+02,-2.934638023376464844e+00
1.999874559999999803e+02,-1.589291810989379883e+00
1.999924509999999884e+02,1.011827826499938965e+00
1.999974449999999990e+02,1.236836910247802734e+00
2.000024399999999787e+02,-2.079421997070312500e+00
2.000074349999999868e+02,-1.410234928131103516e+00
2.000124299999999948e+02,1.156780958175659180e+00
2.000174250000000029e+02,1.542667746543884277e+00
2.000224189999999851e+02,-2.446000099182128906e+00
2.000274139999999932e+02,-1.344246029853820801e+00
2.000324090000000012e+02,1.197269320487976074e+00
2.000374039999999809e+02,7.526912689208984375e-01
2.000423989999999890e+02,-3.093106031417846680e+00
2.000473939999999970e+02,-1.298225879669189453e+00
2.000523879999999792e+02,2.064016819000244141e+00
2.000574059999999861e+02,-9.853855371475219727e-01
2.000623779999999954e+02,-3.614410877227783203e+00
2.000673719999999776e+02,-6.215912476181983948e-02
2.000723669999999856e+02,2.074787616729736328e+00
2.000773619999999937e+02,-9.956610202789306641e-01
2.000823570000000018e+02,-2.851283311843872070e+00
2.000873519999999814e+02,5.448073744773864746e-01
2.000923459999999920e+02,1.404667019844055176e+00
2.000973410000000001e+02,-2.026190280914306641e+00
2.001023359999999798e+02,-5.257878825068473816e-02
2.001073309999999879e+02,-1.575258187949657440e-02
2.001123259999999959e+02,-1.758207440376281738e+00
2.001173210000000040e+02,-4.766057729721069336e-01
2.001223179999999786e+02,1.765310883522033691e+00
2.001273099999999943e+02,-9.286279678344726562e-01
2.001323050000000023e+02,-3.380887269973754883e+00
2.001373040000000003e+02,6.605209708213806152e-01
2.001422919999999976e+02,2.322827816009521484e+00
2.001472890000000007e+02,-1.548494219779968262e+00
2.001522839999999803e+02,-2.899743080139160156e+00
2.001572789999999884e+02,6.924580931663513184e-01
2.001622739999999965e+02,9.474595189094543457e-01
2.001672679999999787e+02,-1.446518540382385254e+00
2.001722629999999867e+02,-2.003736734390258789e+00
2.001772579999999948e+02,8.413739204406738281e-01
2.001822530000000029e+02,3.455495536327362061e-01
2.001872479999999825e+02,-1.806566119194030762e+00
2.001922429999999906e+02,-1.745621442794799805e+00
2.001972389999999962e+02,7.948076725006103516e-01
2.002022319999999809e+02,7.178663015365600586e-01
2.002072269999999889e+02,-2.449494600296020508e+00
2.002122239999999920e+02,-2.259369134902954102e+00
2.002172159999999792e+02,1.304042935371398926e+00
2.002222259999999778e+02,1.433708548545837402e+00
2.002272079999999903e+02,-2.713330745697021484e+00
2.002322010000000034e+02,-3.322047233581542969e+00
2.002371959999999831e+02,1.998483777046203613e+00
2.002421909999999912e+02,3.056375265121459961e+00
2.002471850000000018e+02,-2.262509346008300781e+00
2.002521809999999789e+02,-3.862511873245239258e+00
2.002571749999999895e+02,1.763631820678710938e+00
2.002621719999999925e+02,1.171105504035949707e+00
2.002671639999999798e+02,-2.043121337890625000e+00
2.002721589999999878e+02,-1.532453894615173340e+00
2.002771549999999934e+02,1.768669486045837402e+00
2.002821490000000040e+02,-1.323440670967102051e+00
2.002871439999999836e+02,-1.833637595176696777e+00
2.002921379999999942e+02,-1.649481505155563354e-01
2.002971379999999897e+02,1.533808708190917969e+00
2.003021679999999947e+02,-4.525199830532073975e-01
2.003071239999999875e+02,-1.858566284179687500e+00
2.003121179999999981e+02,-1.526904225349426270e+00
2.003171119999999803e+02,1.016404032707214355e+00
2.003221069999999884e+02,-1.354780346155166626e-01
2.003271019999999965e+02,-5.862258076667785645e-01
2.003320970000000045e+02,-2.585849285125732422e+00
2.003370909999999867e+02,-7.535846829414367676e-01
2.003420859999999948e+02,1.478499412536621094e+00
2.003470810000000029e+02,-1.495767384767532349e-01
2.003520759999999825e+02,-2.555604457855224609e+00
2.003570699999999931e+02,-9.117662310600280762e-01
2.003620669999999961e+02,1.898219585418701172e+00
2.003670599999999808e+02,-6.765015721321105957e-01
2.003720549999999889e+02,-2.647857189178466797e+00
2.003770519999999919e+02,1.282719522714614868e-01
2.003820479999999975e+02,1.465935468673706055e+00
2.003870369999999923e+02,-1.462396860122680664e+00
2.003920349999999928e+02,-1.978754878044128418e+00
2.003970290000000034e+02,-3.002997338771820068e-01
2.004020280000000014e+02,1.049127697944641113e+00
2.004070189999999911e+02,-6.047192215919494629e-01
2.004120139999999992e+02,-1.832339406013488770e+00
2.004170089999999789e+02,-9.584020376205444336e-01
2.004220029999999895e+02,2.271926164627075195e+00
2.004269989999999950e+02,3.257216811180114746e-01
2.004319929999999772e+02,-3.748914718627929688e+00
2.004369869999999878e+02,-1.191400051116943359e+00
2.004419819999999959e+02,2.842888116836547852e+00
2.004469770000000040e+02,-4.362621009349822998e-01
2.004519719999999836e+02,-4.122365951538085938e+00
2.004569669999999917e+02,-5.895791649818420410e-01
2.004619619999999998e+02,1.701883554458618164e+00
2.004669779999999832e+02,-1.322119593620300293e+00
2.004719509999999900e+02,-2.662335872650146484e+00
2.004769459999999981e+02,1.316550850868225098e+00
2.004819409999999777e+02,5.532920956611633301e-01
2.004869359999999858e+02,-1.872940897941589355e+00
2.004919309999999939e+02,-1.838152289390563965e+00
2.004969250000000045e+02,2.395478039979934692e-01
2.005019199999999842e+02,2.780382037162780762e-01
2.005069149999999922e+02,-2.813726663589477539e-01
2.005119100000000003e+02,-2.161982297897338867e+00
2.005169039999999825e+02,-1.221920728683471680e+00
2.005219019999999830e+02,7.807880640029907227e-01
2.005268939999999986e+02,9.318720102310180664e-01
2.005318889999999783e+02,-2.099831819534301758e+00
2.005368829999999889e+02,-1.500723481178283691e+00
2.005418779999999970e+02,1.190787434577941895e+00
2.005469149999999843e+02,-7.474569678306579590e-01
2.005518669999999872e+02,-2.169984340667724609e+00
2.005568619999999953e+02,2.130982726812362671e-01
2.005618580000000009e+02,-6.742619723081588745e-02
2.005668519999999830e+02,-1.843148469924926758e+00
2.005718499999999835e+02,-4.443831741809844971e-01
2.005768419999999992e+02,1.312902092933654785e+00
2.005818359999999814e+02,-1.880890130996704102e+00
2.005868309999999894e+02,-1.659583091735839844e+00
2.005918269999999950e+02,1.187385797500610352e+00
2.005968209999999772e+02,-1.277321577072143555e+00
2.006018159999999853e+02,-3.896196365356445312e+00
2.006068109999999933e+02,1.252184271812438965e+00
2.006118050000000039e+02,2.394605875015258789e+00
2.006168049999999994e+02,-3.404160976409912109e+00
2.006217949999999917e+02,-3.265923976898193359e+00
2.006267899999999997e+02,2.787661075592041016e+00
2.006317929999999876e+02,5.748772025108337402e-01
2.006367869999999982e+02,-2.558998346328735352e+00
2.006417739999999981e+02,-1.461117267608642578e+00
